ville,Emmanuel Macron,Marine Le Pen
Golfech,44.01,55.99
Goudourville,51.56,48.44
Gramont,61.43,38.57
Grisolles,59.58,40.42
L'Honor-de-Cos,51.49,48.51
Labarthe,50.77,49.23
Labastide-de-Penne,54.05,45.95
Labastide-Saint-Pierre,57.14,42.86
Labastide-du-Temple,41.51,58.49
Labourgade,48.24,51.76
Lacapelle-Livron,70.94,29.06
Lachapelle,46.15,53.85
Lacour,60.78,39.22
Lacourt-Saint-Pierre,49.21,50.79
Lafitte,49.31,50.69
Lafrançaise,61.73,38.27
Laguépie,65.34,34.66
Lamagistère,53.6,46.4
Lamothe-Capdeville,56.57,43.43
Lamothe-Cumont,55.13,44.87
Lapenche,54.07,45.93
Larrazet,61.05,38.95
Lauzerte,66.62,33.38
Lavaurette,40.37,59.63
La Ville-Dieu-du-Temple,47.15,52.85
Lavit,55.42,44.58
Léojac,60.14,39.86
Lizac,54.02,45.98
Loze,67.11,32.89
Malause,50.62,49.38
Mansonville,48.61,51.39
Marignac,64.29,35.71
Marsac,59.77,40.23
Mas-Grenier,50.32,49.68
Maubec,72.62,27.38
Maumusson,89.66,10.34
Meauzac,47.57,52.43
Merles,45.65,54.35
Mirabel,48.82,51.18
Miramont-de-Quercy,55.62,44.38
Moissac,55.52,44.48
Molières,49.2,50.8
Monbéqui,42.57,57.43
Monclar-de-Quercy,49.23,50.77
Montagudet,50.98,49.02
Montaigu-de-Quercy,58.98,41.02
Montaïn,37.74,62.26
Montalzat,58.51,41.49
Montastruc,49.18,50.82
Montauban,66.18,33.82
Montbarla,53.85,46.15
Montbartier,49.46,50.54
Montbeton,55.62,44.38
Montech,56.44,43.56
Monteils,58.39,41.61
Montesquieu,59.28,40.72
Montfermier,56.52,43.48
Montgaillard,57.5,42.5
Montjoi,42.42,57.58
Montpezat-de-Quercy,60.07,39.93
Montricoux,56.6,43.4
Mouillac,64.29,35.71
Nègrepelisse,52.46,47.54
Nohic,51.8,48.2
Orgueil,44.36,55.64
Parisot,67.38,32.62
Perville,45.45,54.55
Le Pin,56.94,43.06
Piquecos,48.86,51.14
Pommevic,51.75,48.25
Pompignan,58.66,41.34
Poupas,45.83,54.17
Puycornet,54.52,45.48
Puygaillard-de-Quercy,43.41,56.59
Puygaillard-de-Lomagne,43.75,56.25
Puylagarde,67.02,32.98
Puylaroque,62.2,37.8
Réalville,53.75,46.25
Reyniès,55.11,44.89
Roquecor,69.79,30.21
Saint-Aignan,56.58,43.42
Saint-Amans-du-Pech,63.96,36.04
Saint-Amans-de-Pellagal,57.69,42.31
Saint-Antonin-Noble-Val,69.46,30.54
Saint-Arroumex,66.23,33.77
Saint-Beauzeil,64.41,35.59
Saint-Cirice,48.57,51.43
Saint-Cirq,54.72,45.28
Saint-Clair,41.96,58.04
Saint-Etienne-de-Tulmont,52.31,47.69
Saint-Georges,49.28,50.72
Saint-Jean-du-Bouzet,52.5,47.5
Sainte-Juliette,75.0,25.0
Saint-Loup,42.37,57.63
Saint-Michel,49.29,50.71
Saint-Nauphary,55.19,44.81
Saint-Nazaire-de-Valentane,61.11,38.89
Saint-Nicolas-de-la-Grave,54.31,45.69
Saint-Paul-d'Espis,54.46,45.54
Saint-Porquier,45.89,54.11
Saint-Projet,78.98,21.02
Saint-Sardos,49.01,50.99
Saint-Vincent-d'Autéjac,48.86,51.14
Saint-Vincent-Lespinasse,51.27,48.73
La Salvetat-Belmontet,49.38,50.62
Sauveterre,60.42,39.58
Savenès,58.71,41.29
Septfonds,54.09,45.91
Sérignac,55.93,44.07
Sistels,44.04,55.96
Touffailles,52.41,47.59
Tréjouls,69.29,30.71
Vaïssac,49.67,50.33
Valeilles,56.1,43.9
Valence,59.4,40.6
Varen,63.29,36.71
Varennes,47.8,52.2
Vazerac,55.77,44.23
Verdun-sur-Garonne,59.57,40.43
Verfeil,69.46,30.54
Verlhac-Tescou,57.09,42.91
Vigueron,57.33,42.67
Villebrumier,54.46,45.54
Villemade,63.24,36.76
Les Adrets-de-l'Estérel,54.86,45.14
Aiguines,52.17,47.83
Ampus,49.07,50.93
Les Arcs,48.09,51.91
Artignosc-sur-Verdon,44.64,55.36
Artigues,31.25,68.75
Aups,47.7,52.3
Bagnols-en-Forêt,46.63,53.37
Bandol,56.69,43.31
Bargème,47.42,52.58
Bargemon,49.31,50.69
Barjols,47.77,52.23
La Bastide,53.6,46.4
Baudinard-sur-Verdon,56.52,43.48
Bauduen,60.61,39.39
Le Beausset,54.57,45.43
Belgentier,46.88,53.13
Besse-sur-Issole,40.61,59.39
Bormes-les-Mimosas,49.15,50.85
Le Bourguet,50.0,50.0
Bras,46.52,53.48
Brenon,76.0,24.0
Brignoles,46.97,53.03
Brue-Auriac,50.21,49.79
Cabasse,41.6,58.4
La Cadière-d'Azur,59.41,40.59
Callas,48.28,51.72
Callian,49.48,50.52
Camps-la-Source,43.83,56.17
Le Cannet-des-Maures,45.83,54.17
Carcès,47.26,52.74
Carnoules,41.89,58.11
Carqueiranne,58.34,41.66
Le Castellet,51.01,48.99
Cavalaire-sur-Mer,49.71,50.29
La Celle,40.85,59.15
Châteaudouble,54.47,45.53
Châteauvert,60.19,39.81
Châteauvieux,35.94,64.06
Claviers,57.53,42.47
Cogolin,48.08,51.92
Collobrières,59.75,40.25
Comps-sur-Artuby,58.99,41.01
Correns,64.19,35.81
Cotignac,58.52,41.48
La Crau,45.3,54.7
La Croix-Valmer,57.5,42.5
Cuers,49.18,50.82
Draguignan,49.51,50.49
Entrecasteaux,55.38,44.62
Esparron,45.05,54.95
Evenos,48.78,51.22
La Farlède,47.79,52.21
Fayence,47.76,52.24
Figanières,43.9,56.1
Flassans-sur-Issole,41.4,58.6
Flayosc,51.96,48.04
Forcalqueiret,36.74,63.26
Fox-Amphoux,46.05,53.95
Fréjus,49.29,50.71
La Garde,52.22,47.78
La Garde-Freinet,62.27,37.73
Garéoult,46.47,53.53
Gassin,51.36,48.64
Ginasservis,43.92,56.08
Gonfaron,43.49,56.51
Grimaud,51.03,48.97
Hyères,56.33,43.67
Le Lavandou,50.42,49.58
La Londe-les-Maures,47.99,52.01
Lorgues,54.17,45.83
Le Luc,43.36,56.64
La Martre,42.86,57.14
Les Mayons,51.46,48.54
Mazaugues,43.12,56.88
Méounes-lès-Montrieux,45.58,54.42
Moissac-Bellevue,56.63,43.37
La Môle,49.37,50.63
Mons,54.84,45.16
Montauroux,50.77,49.23
Montferrat,38.76,61.24
Montfort-sur-Argens,45.71,54.29
Montmeyan,43.06,56.94
La Motte,45.89,54.11
Le Muy,45.61,54.39
Nans-les-Pins,43.68,56.32
Néoules,47.75,52.25
Ollières,47.27,52.73
Ollioules,52.65,47.35
Pierrefeu-du-Var,46.44,53.56
Pignans,46.24,53.76
Plan-d'Aups-Sainte-Baume,41.0,59.0
Plan-de-la-Tour,48.95,51.05
Pontevès,52.14,47.86
Pourcieux,44.88,55.12
Pourrières,53.1,46.9
Le Pradet,56.16,43.84
Puget-sur-Argens,42.58,57.42
Puget-Ville,49.95,50.05
Ramatuelle,61.68,38.32
Régusse,38.94,61.06
Le Revest-les-Eaux,50.92,49.08
Rians,45.99,54.01
Riboux,40.0,60.0
Rocbaron,37.49,62.51
Roquebrune-sur-Argens,48.59,51.41
La Roquebrussanne,43.89,56.11
La Roque-Esclapon,58.62,41.38
Rougiers,52.76,47.24
Sainte-Anastasie-sur-Issole,41.85,58.15
Saint-Cyr-sur-Mer,53.81,46.19
Saint-Julien,43.34,56.66
Saint-Martin,57.04,42.96
Sainte-Maxime,48.87,51.13
Saint-Maximin-la-Sainte-Baume,48.1,51.9
Saint-Paul-en-Forêt,45.3,54.7
Saint-Raphaël,54.34,45.66
Saint-Tropez,55.15,44.85
Saint-Zacharie,46.37,53.63
Salernes,53.01,46.99
Les Salles-sur-Verdon,53.79,46.21
Sanary-sur-Mer,55.1,44.9
Seillans,54.39,45.61
Seillons-Source-d'Argens,45.61,54.39
La Seyne-sur-Mer,53.63,46.37
Signes,40.21,59.79
Sillans-la-Cascade,51.89,48.11
Six-Fours-les-Plages,50.38,49.62
Solliès-Pont,48.79,51.21
Solliès-Toucas,50.42,49.58
Solliès-Ville,49.14,50.86
Tanneron,42.29,57.71
Taradeau,43.78,56.22
Tavernes,41.99,58.01
Le Thoronet,41.73,58.27
Toulon,55.96,44.04
Tourrettes,43.42,56.58
Tourtour,57.38,42.62
Tourves,44.59,55.41
Trans-en-Provence,42.63,57.37
Trigance,76.67,23.33
Le Val,48.54,51.46
La Valette-du-Var,50.28,49.72
Varages,42.2,57.8
La Verdière,40.8,59.2
Vérignon,79.17,20.83
Vidauban,38.42,61.58
Villecroze,49.12,50.88
Vinon-sur-Verdon,49.93,50.07
Vins-sur-Caramy,50.54,49.46
Rayol-Canadel-sur-Mer,61.45,38.55
Saint-Mandrier-sur-Mer,50.71,49.29
Saint-Antonin-du-Var,47.33,52.67
Althen-des-Paluds,50.8,49.2
Ansouis,62.19,37.81
Apt,59.37,40.63
Aubignan,47.92,52.08
Aurel,57.14,42.86
Auribeau,92.31,7.69
Avignon,67.11,32.89
Le Barroux,44.15,55.85
La Bastide-des-Jourdans,50.06,49.94
La Bastidonne,67.32,32.68
Le Beaucet,66.49,33.51
Beaumes-de-Venise,54.06,45.94
Beaumettes,50.94,49.06
Beaumont-de-Pertuis,50.5,49.5
Beaumont-du-Ventoux,55.78,44.22
Bédarrides,37.15,62.85
Bédoin,52.31,47.69
Blauvac,68.06,31.94
Bollène,45.17,54.83
Bonnieux,64.82,35.18
Brantes,77.05,22.95
Buisson,60.61,39.39
Buoux,77.78,22.22
Cabrières-d'Aigues,56.62,43.38
Cabrières-d'Avignon,60.12,39.88
Cadenet,56.63,43.37
Caderousse,43.16,56.84
Cairanne,49.24,50.76
Camaret-sur-Aigues,44.19,55.81
Caromb,49.61,50.39
Carpentras,53.68,46.32
Caseneuve,61.02,38.98
Castellet,64.56,35.44
Caumont-sur-Durance,47.27,52.73
Cavaillon,49.89,50.11
Châteauneuf-de-Gadagne,62.36,37.64
Châteauneuf-du-Pape,51.08,48.92
Cheval-Blanc,41.71,58.29
Courthézon,42.2,57.8
Crestet,50.72,49.28
Crillon-le-Brave,50.8,49.2
Cucuron,58.61,41.39
Entraigues-sur-la-Sorgue,45.35,54.65
Entrechaux,48.87,51.13
Faucon,59.92,40.08
Flassan,63.3,36.7
Gargas,48.68,51.32
Gignac,35.42,64.58
Gigondas,58.39,41.61
Gordes,60.07,39.93
Goult,63.39,36.61
Grambois,54.78,45.22
Grillon,48.22,51.78
L'Isle-sur-la-Sorgue,55.29,44.71
Jonquerettes,52.33,47.67
Jonquières,42.14,57.86
Joucas,59.62,40.38
Lacoste,71.36,28.64
Lafare,57.63,42.37
Lagarde-d'Apt,53.57,46.43
Lagarde-Paréol,60.41,39.59
Lagnes,63.36,36.64
Lamotte-du-Rhône,43.0,57.0
Lapalud,39.81,60.19
Lauris,55.34,44.66
Lioux,54.49,45.51
Loriol-du-Comtat,43.72,56.28
Lourmarin,80.38,19.62
Malaucène,52.93,47.07
Malemort-du-Comtat,49.3,50.7
Maubec,55.99,44.01
Mazan,52.06,47.94
Ménerbes,65.53,34.47
Mérindol,51.25,48.75
Méthamis,54.51,45.49
Mirabeau,57.67,42.33
Modène,49.14,50.86
Mondragon,45.52,54.48
Monieux,70.19,29.81
Monteux,42.18,57.82
Morières-lès-Avignon,49.55,50.45
Mormoiron,56.9,43.1
Mornas,41.12,58.88
La Motte-d'Aigues,56.69,43.31
Murs,67.06,32.94
Oppède,59.38,40.63
Orange,48.15,51.85
Pernes-les-Fontaines,50.24,49.76
Pertuis,60.48,39.52
Peypin-d'Aigues,60.22,39.78
Piolenc,41.97,58.03
Le Pontet,50.8,49.2
Puget,58.61,41.39
Puyméras,61.99,38.01
Puyvert,56.35,43.65
Rasteau,65.57,34.43
Richerenches,46.31,53.69
Roaix,54.82,45.18
Robion,51.52,48.48
La Roque-Alric,35.9,64.1
La Roque-sur-Pernes,55.69,44.31
Roussillon,63.09,36.91
Rustrel,57.1,42.9
Sablet,57.82,42.18
Saignon,59.52,40.48
Sainte-Cécile-les-Vignes,52.64,47.36
Saint-Christol,48.01,51.99
Saint-Didier,50.33,49.67
Saint-Hippolyte-le-Graveyron,45.0,55.0
Saint-Léger-du-Ventoux,72.41,27.59
Saint-Marcellin-lès-Vaison,62.43,37.57
Saint-Martin-de-Castillon,70.47,29.53
Saint-Martin-de-la-Brasque,61.5,38.5
Saint-Pantaléon,51.82,48.18
Saint-Pierre-de-Vassols,57.33,42.67
Saint-Romain-en-Viennois,44.3,55.7
Saint-Roman-de-Malegarde,42.54,57.46
Saint-Saturnin-lès-Apt,59.84,40.16
Saint-Saturnin-lès-Avignon,49.95,50.05
Saint-Trinit,53.57,46.43
Sannes,52.67,47.33
Sarrians,45.0,55.0
Sault,58.7,41.3
Saumane-de-Vaucluse,62.59,37.41
Savoillan,58.93,41.07
Séguret,68.37,31.63
Sérignan-du-Comtat,47.56,52.44
Sivergues,73.33,26.67
Sorgues,42.63,57.37
Suzette,72.22,27.78
Taillades,51.95,48.05
Le Thor,50.04,49.96
La Tour-d'Aigues,62.77,37.23
Travaillan,41.69,58.31
Uchaux,52.39,47.61
Vacqueyras,59.03,40.97
Vaison-la-Romaine,63.75,36.25
Valréas,52.92,47.08
Fontaine-de-Vaucluse,56.08,43.92
Vaugines,68.62,31.38
Vedène,49.17,50.83
Velleron,50.87,49.13
Venasque,65.46,34.54
Viens,65.62,34.38
Villars,51.73,48.27
Villedieu,68.12,31.88
Villelaure,53.69,46.31
Villes-sur-Auzon,55.37,44.63
Violès,47.01,52.99
Visan,50.58,49.42
Vitrolles-en-Lubéron,65.08,34.92
L'Aiguillon-sur-Mer,59.27,40.73
L'Aiguillon-sur-Vie,61.66,38.34
Aizenay,73.05,26.95
Angles,60.23,39.77
Antigny,68.6,31.4
Apremont,59.11,40.89
Aubigny-Les Clouzeaux,75.37,24.63
Auchay-sur-Vendée,64.54,35.46
Avrillé,56.98,43.02
Barbâtre,64.39,35.61
La Barre-de-Monts,61.75,38.25
Bazoges-en-Paillers,75.89,24.11
Bazoges-en-Pareds,63.8,36.2
Beaufou,69.56,30.44
Beaulieu-sous-la-Roche,69.45,30.55
Beaurepaire,73.83,26.17
Beauvoir-sur-Mer,57.34,42.66
Bellevigny,75.48,24.52
Benet,70.57,29.43
La Bernardière,68.82,31.18
Le Bernard,56.88,43.12
Bessay,57.85,42.15
Bois-de-Céné,55.46,44.54
La Boissière-de-Montaigu,72.52,27.48
La Boissière-des-Landes,67.12,32.88
Boufféré,78.26,21.74
Bouillé-Courdault,71.38,28.62
Bouin,54.73,45.27
Le Boupère,72.96,27.04
Bourneau,59.25,40.75
Bournezeau,71.4,28.6
Bretignolles-sur-Mer,66.28,33.72
La Bretonnière-La Claye,52.15,47.85
Breuil-Barret,71.51,28.49
Les Brouzils,73.76,26.24
La Bruffière,71.91,28.09
La Caillère-Saint-Hilaire,68.98,31.02
Cezais,66.47,33.53
Chaillé-les-Marais,55.3,44.7
La Chaize-Giraud,62.48,37.52
La Chaize-le-Vicomte,71.47,28.53
Challans,68.68,31.32
Chambretaud,80.33,19.67
Champagné-les-Marais,51.34,48.66
Le Champ-Saint-Père,62.83,37.17
Chantonnay,72.26,27.74
La Chapelle-aux-Lys,77.71,22.29
La Chapelle-Hermier,57.91,42.09
La Chapelle-Palluau,69.31,30.69
La Chapelle-Thémer,55.92,44.08
Chasnais,61.39,38.61
La Châtaigneraie,71.61,28.39
Château-d'Olonne,70.71,29.29
Château-Guibert,72.71,27.29
Châteauneuf,59.12,40.88
Chauché,66.44,33.56
Chavagnes-en-Paillers,73.61,26.39
Chavagnes-les-Redoux,67.82,32.18
Cheffois,78.99,21.01
Coëx,64.92,35.08
Commequiers,59.76,40.24
La Copechagnière,71.08,28.92
Corpe,50.89,49.11
La Couture,68.14,31.86
Cugand,78.27,21.73
Curzon,53.94,46.06
Damvix,60.0,40.0
Doix lès Fontaines,65.96,34.04
Dompierre-sur-Yon,76.83,23.17
Les Epesses,76.69,23.31
L'Epine,62.18,37.82
Essarts en Bocage,70.57,29.43
Falleron,54.99,45.01
Faymoreau,64.55,35.45
Le Fenouiller,67.02,32.98
La Ferrière,76.2,23.8
Sèvremont,71.59,28.41
Fontenay-le-Comte,73.47,26.53
Fougeré,65.52,34.48
Foussais-Payré,73.83,26.17
Froidfond,58.34,41.66
La Garnache,63.98,36.02
La Gaubretière,81.3,18.7
La Génétouze,75.24,24.76
Le Girouard,56.34,43.66
Givrand,67.28,32.72
Le Givre,63.1,36.9
Grand'Landes,46.41,53.59
Grosbreuil,60.33,39.67
Grues,53.76,46.24
Le Gué-de-Velluire,59.86,40.14
La Guérinière,65.55,34.45
La Guyonnière,75.73,24.27
L'Herbergement,72.48,27.52
Les Herbiers,82.36,17.64
L'Hermenault,66.28,33.72
L'Ile-d'Elle,58.71,41.29
L'Ile-d'Olonne,59.82,40.18
L'Ile-d'Yeu,68.96,31.04
Jard-sur-Mer,68.52,31.48
La Jaudonnière,65.99,34.01
La Jonchère,54.69,45.31
Lairoux,54.47,45.53
Landeronde,69.9,30.1
Les Landes-Genusson,74.83,25.17
Landevieille,62.55,37.45
Le Langon,56.85,43.15
Liez,65.73,34.27
Loge-Fougereuse,53.69,46.31
Longèves,75.29,24.71
Longeville-sur-Mer,66.22,33.78
Luçon,68.27,31.73
Les Lucs-sur-Boulogne,68.71,31.29
Maché,62.9,37.1
Les Magnils-Reigniers,58.18,41.82
Maillé,68.88,31.12
Maillezais,66.85,33.15
Mallièvre,82.91,17.09
Mareuil-sur-Lay-Dissais,68.87,31.13
Marillet,56.36,43.64
Marsais-Sainte-Radégonde,55.02,44.98
Martinet,66.05,33.95
Le Mazeau,60.61,39.39
La Meilleraie-Tillay,69.09,30.91
Menomblet,68.83,31.17
La Merlatière,68.35,31.65
Mervent,64.1,35.9
Mesnard-la-Barotière,76.42,23.58
Monsireigne,65.56,34.44
Montaigu,80.08,19.92
Montournais,67.31,32.69
Montreuil,55.48,44.52
Moreilles,47.5,52.5
Mortagne-sur-Sèvre,79.96,20.04
Les Achards,67.6,32.4
Mouchamps,73.85,26.15
Mouilleron-Saint-Germain,64.62,35.38
Mouilleron-le-Captif,79.97,20.03
Moutiers-les-Mauxfaits,64.86,35.14
Moutiers-sur-le-Lay,68.75,31.25
Mouzeuil-Saint-Martin,60.06,39.94
Nalliers,59.36,40.64
Nesmy,71.44,28.56
Nieul-le-Dolent,64.89,35.11
Nieul-sur-l'Autise,71.43,28.57
Noirmoutier-en-l'Ile,70.19,29.81
Notre-Dame-de-Monts,65.16,34.84
Olonne-sur-Mer,66.51,33.49
L'Orbrie,77.02,22.98
Oulmes,58.12,41.88
Palluau,64.6,35.4
Péault,66.36,33.64
Le Perrier,58.25,41.75
Petosse,63.22,36.78
Les Pineaux,67.02,32.98
Pissotte,75.91,24.09
Le Poiré-sur-Velluire,60.17,39.83
Le Poiré-sur-Vie,75.13,24.87
Poiroux,51.54,48.46
Pouillé,64.62,35.38
Pouzauges,81.57,18.43
Puy-de-Serre,63.64,36.36
Puyravault,51.95,48.05
La Rabatelière,72.56,27.44
Réaumur,70.6,29.4
La Réorthe,62.76,37.24
Notre-Dame-de-Riez,56.01,43.99
Rocheservière,73.49,26.51
La Roche-sur-Yon,81.77,18.23
Rochetrejoux,76.85,23.15
Rosnay,62.46,37.54
Les Sables-d'Olonne,73.31,26.69
Saint-André-Goule-d'Oie,71.46,28.54
Montréverd,70.5,29.5
Saint-Aubin-des-Ormeaux,77.0,23.0
Saint-Aubin-la-Plaine,48.08,51.92
Saint-Avaugourd-des-Landes,55.07,44.93
Saint-Benoist-sur-Mer,59.16,40.84
Sainte-Cécile,70.24,29.76
Saint-Christophe-du-Ligneron,57.31,42.69
Saint-Cyr-des-Gâts,62.46,37.54
Saint-Cyr-en-Talmondais,61.68,38.32
Saint-Denis-du-Payré,68.2,31.8
Saint-Denis-la-Chevasse,73.79,26.21
Saint-Etienne-de-Brillouet,53.33,46.67
Saint-Etienne-du-Bois,55.84,44.16
Sainte-Flaive-des-Loups,68.96,31.04
Rives de l'Yon,70.34,29.66
Sainte-Foy,0.0,0.0
Saint-Fulgent,73.64,26.36
Sainte-Gemme-la-Plaine,65.65,34.35
Saint-Georges-de-Montaigu,79.16,20.84
Saint-Georges-de-Pointindoux,60.29,39.71
Saint-Germain-de-Prinçay,70.59,29.41
Saint-Gervais,56.73,43.27
Saint-Gilles-Croix-de-Vie,75.54,24.46
Sainte-Hermine,64.02,35.98
Saint-Hilaire-de-Loulay,75.94,24.06
Saint-Hilaire-de-Riez,66.65,33.35
Saint-Hilaire-des-Loges,68.08,31.92
Saint-Hilaire-de-Voust,70.03,29.97
Saint-Hilaire-la-Forêt,54.9,45.1
Saint-Hilaire-le-Vouhis,60.12,39.88
Saint-Jean-de-Beugné,62.31,37.69
Saint-Jean-de-Monts,64.38,35.62
Saint-Juire-Champgillon,69.74,30.26
Saint-Julien-des-Landes,62.43,37.57
Saint-Laurent-de-la-Salle,58.05,41.95
Saint-Laurent-sur-Sèvre,79.6,20.4
Saint-Maixent-sur-Vie,58.46,41.54
Saint-Malô-du-Bois,77.79,22.21
Saint-Mars-la-Réorthe,74.31,25.69
Brem-sur-Mer,60.0,40.0
Saint-Martin-de-Fraigneau,64.98,35.02
Saint-Martin-des-Fontaines,68.97,31.03
Saint-Martin-des-Noyers,64.73,35.27
Saint-Martin-des-Tilleuls,77.86,22.14
Saint-Martin-Lars-en-Sainte-Hermine,70.23,29.77
Saint-Mathurin,61.3,38.7
Saint-Maurice-des-Noues,67.13,32.87
Saint-Maurice-le-Girard,67.69,32.31
Saint-Mesmin,73.46,26.54
Saint-Michel-en-l'Herm,59.65,40.35
Saint-Michel-le-Cloucq,69.96,30.04
Saint-Paul-en-Pareds,81.28,18.72
Saint-Paul-Mont-Penit,61.03,38.97
Sainte-Pexine,61.36,38.64
Saint-Philbert-de-Bouaine,67.95,32.05
Saint-Pierre-du-Chemin,68.52,31.48
Saint-Pierre-le-Vieux,62.83,37.17
Saint-Prouant,76.74,23.26
Sainte-Radégonde-des-Noyers,53.0,47.0
Saint-Révérend,54.72,45.28
Saint-Sigismond,69.5,30.5
Saint-Sulpice-en-Pareds,69.12,30.88
Saint-Urbain,51.18,48.82
Saint-Valérien,50.36,49.64
Saint-Vincent-Sterlanges,61.87,38.13
Saint-Vincent-sur-Graon,61.37,38.63
Saint-Vincent-sur-Jard,61.75,38.25
Sallertaine,65.98,34.02
Sérigné,62.03,37.97
Sigournais,72.73,27.27
Soullans,61.78,38.22
Le Tablier,69.19,30.81
La Taillée,58.82,41.18
Tallud-Sainte-Gemme,67.4,32.6
Talmont-Saint-Hilaire,64.91,35.09
La Tardière,71.66,28.34
Thiré,69.44,30.56
Thorigny,70.42,29.58
Thouarsais-Bouildroux,71.94,28.06
Tiffauges,77.47,22.53
La Tranche-sur-Mer,67.66,32.34
Treize-Septiers,72.34,27.66
Treize-Vents,71.49,28.51
Triaize,56.74,43.26
Vairé,59.32,40.68
Velluire,55.76,44.24
Venansault,74.82,25.18
Vendrennes,70.67,29.33
La Verrie,81.06,18.94
Vix,61.3,38.7
Vouillé-les-Marais,51.36,48.64
Vouvant,71.67,28.33
Xanton-Chassenon,71.96,28.04
La Faute-sur-Mer,64.38,35.62
Adriers,70.98,29.02
Amberre,52.59,47.41
Anché,65.96,34.04
Angles-sur-l'Anglin,80.43,19.57
Angliers,48.1,51.9
Antigny,68.07,31.93
Antran,60.8,39.2
Arçay,49.53,50.47
Archigny,53.23,46.77
Aslonnes,66.61,33.39
Asnières-sur-Blour,54.88,45.12
Asnois,50.7,49.3
Aulnay,55.38,44.62
Availles-en-Châtellerault,66.91,33.09
Availles-Limouzine,62.44,37.56
Avanton,71.27,28.73
Ayron,55.91,44.09
Basses,57.84,42.16
Beaumont-Saint-Cyr,59.96,40.04
Bellefonds,51.3,48.7
Benassay,60.37,39.63
Berrie,54.74,45.26
Berthegon,53.02,46.98
Béruges,77.93,22.07
Béthines,52.52,47.48
Beuxes,44.55,55.45
Biard,78.1,21.9
Bignoux,81.0,19.0
Blanzay,57.61,42.39
Bonnes,66.0,34.0
Bonneuil-Matours,65.98,34.02
Bouresse,61.18,38.82
Bourg-Archambault,76.04,23.96
Bournand,41.73,58.27
Brigueil-le-Chantre,59.81,40.19
Brion,56.74,43.26
Brux,57.78,42.22
La Bussière,58.13,41.87
Buxerolles,80.53,19.47
Buxeuil,54.6,45.4
Ceaux-en-Couhé,63.57,36.43
Ceaux-en-Loudun,54.81,45.19
Celle-Lévescault,67.68,32.32
Cenon-sur-Vienne,57.38,42.62
Cernay,54.9,45.1
Chabournay,63.21,36.79
Chalais,57.49,42.51
Chalandray,69.78,30.22
Champagné-le-Sec,54.21,45.79
Champagné-Saint-Hilaire,65.64,34.36
Champigny en Rochereau,64.69,35.31
Champniers,50.53,49.47
La Chapelle-Bâton,64.71,35.29
La Chapelle-Montreuil,61.36,38.64
La Chapelle-Moulière,71.17,28.83
Chapelle-Viviers,49.61,50.39
Charroux,70.07,29.93
Chasseneuil-du-Poitou,73.5,26.5
Chatain,65.96,34.04
Château-Garnier,63.44,36.56
Château-Larcher,67.97,32.03
Châtellerault,69.38,30.62
Châtillon,61.34,38.66
Chaunay,60.08,39.92
La Chaussée,47.79,52.21
Chauvigny,68.46,31.54
Chenevelles,47.15,52.85
Cherves,57.09,42.91
Chiré-en-Montreuil,63.88,36.12
Chouppes,51.71,48.29
Cissé,74.95,25.05
Civaux,52.7,47.3
Civray,68.64,31.36
La Roche-Rigault,46.53,53.47
Cloué,65.4,34.6
Colombiers,59.54,40.46
Couhé,68.29,31.71
Coulombiers,63.71,36.29
Coulonges,66.94,33.06
Coussay,56.0,44.0
Coussay-les-Bois,50.48,49.52
Craon,54.55,45.45
Croutelle,78.63,21.37
Cuhon,54.69,45.31
Curçay-sur-Dive,59.82,40.18
Curzay-sur-Vonne,54.26,45.74
Dangé-Saint-Romain,54.74,45.26
Dercé,59.52,40.48
Dienné,66.89,33.11
Dissay,64.65,35.35
Doussay,43.39,56.61
La Ferrière-Airoux,53.8,46.2
Fleix,48.1,51.9
Fleuré,65.2,34.8
Fontaine-le-Comte,80.22,19.78
Frozes,64.45,35.55
Gençay,69.26,30.74
Genouillé,59.92,40.08
Gizay,71.76,28.24
Glénouze,72.46,27.54
Gouex,65.37,34.63
La Grimaudière,60.09,39.91
Guesnes,57.64,42.36
Haims,56.74,43.26
Ingrandes,49.95,50.05
L'Isle-Jourdain,67.49,32.51
Iteuil,73.75,26.25
Jardres,69.16,30.84
Jaunay-Marigny,67.64,32.36
Jazeneuil,66.29,33.71
Jouhet,55.6,44.4
Journet,55.21,44.79
Joussé,40.35,59.65
Lathus-Saint-Rémy,65.13,34.87
Latillé,63.7,36.3
Lauthiers,75.0,25.0
Lavausseau,67.71,32.29
Lavoux,73.21,26.79
Leigné-les-Bois,55.27,44.73
Leignes-sur-Fontaine,57.99,42.01
Leigné-sur-Usseau,48.2,51.8
Lencloître,52.19,47.81
Lésigny,55.47,44.53
Leugny,48.71,51.29
Lhommaizé,63.01,36.99
Liglet,64.03,35.97
Ligugé,80.07,19.93
Linazay,67.35,32.65
Liniers,73.25,26.75
Lizant,74.5,25.5
Loudun,62.02,37.98
Luchapt,65.59,34.41
Lusignan,68.77,31.23
Lussac-les-Châteaux,64.72,35.28
Magné,66.08,33.92
Maillé,53.97,46.03
Mairé,50.0,50.0
Maisonneuve,59.88,40.12
Marçay,69.68,30.32
Marigny-Chemereau,65.55,34.45
Marnay,65.69,34.31
Martaizé,49.77,50.23
Massognes,48.26,51.74
Maulay,41.67,58.33
Mauprévoir,58.48,41.52
